filename,caption
DIgzYGdz8II-1.mp4,"A full 70 minutes of pure chaos from the Florida leg—the Bad Friends Tour documentary is live and it's exactly what you'd expect from @badfriendspod 😂

Stream the madness: patreon.com/badfriends

🎥 @mckonecorkery

#BadFriends #BadFriendsPodcast #Podcast #Comedy #StandUpComedy #ComedyTour #TourDocumentary #Florida #Patreon"
DIhAlcxT1YO-2.mp4,"The featherweight champion steps into the studio—@joeroganexperience welcomes Ilia Topuria for JRE MMA Show 166, sitting down with the UFC's Lightweight division fighter for an unfiltered conversation about the fight game.

#JRE #JoeRogan #JoeRoganExperience #IliaTopuria #UFC #MMA #Podcast #MMAShow #UFCFighter #Lightweight #MixedMartialArts #Combat #Fighting #JoeRoganPodcast"
DIjWQilszCI-2.mp4,Standing firm in what matters—even when it comes to bathroom attire. @michaeljknowles defends his choice with zero apologies. 🪒 #jeremysrazors
DIkQayQNb_B-1.mp4,"Mark your calendars for November 14th-16th, 2025 because New Orleans is about to host the most massive Skankfest in history 🎭 @legionofskanks just dropped the official lineup and it's absolutely stacked. General admission tickets drop May 2nd at 1pm ET exclusively at skankfest.com - set those reminders now 📲

#skankfest #skankfestnola #standupcomedy #comedy #neworleans #nola #comedyfestival #livecomedy #standup #comedians #podcasts #legionofskanks"
DIkfI3sJ3NV-2.mp4,"Lane Kiffin dropping gems with @theovon 🎯

The Ole Miss coach knows how to keep it real both on and off the field. This conversation hit different.

Credit: @theovon

#theovon #lanekiffin #olemiss #collegefootball #football #podcast #coach #sports #cfb #rebels #hottytoddy"
DIl0Xp_Kr-2-2.mp4,"@jockowillink breaks down the paradox of time management: you'll never control the clock, but you can always stay ahead of it.

The strategy? Ruthless prioritization. Every task must serve your mission's goals. Then execute sequentially—highest priority first, no exceptions.

What separates good leaders from average ones is the ability to see around corners. They anticipate obstacles before they appear and have contingency plans mapped out before problems strike.

#leadership #discipline #timemanagement #priority #execution #planning #leadershipdevelopment #missionfirst #strategy #mindset"
DIlz6pKsQXA-1.mp4,"The ultimate paradox that stumps everyone: calling history's darkest execution a ""good"" day 🤯 @russellbrand breaks down why this mind-bending contradiction actually reveals Christianity's deepest truth about transformation through suffering.

#GoodFriday #Christianity #Faith #Jesus #Easter #ChristianTikTok #DeepThoughts #Philosophy #Religion #SpiritualJourney #RussellBrand"
DIm7uGISEHb-1.mp4,"The question on everyone's mind after hearing this perspective 🤔 What's your take on his analysis?

Credit: @jordanbpetersonfans

#jordanpeterson #jordanpetersonquotes #jordanbpeterson #jordanbpetersonquotes #psychology #lifelessons #motivationday #tellthetruth #tellthetruthtuesday #speaktruth #speaktruthtopower #12rulesforlife #12morerulesforlife #orderandchaos #order #societyfeelings #jordanpetersononsociety #bookstagram #motivationday"
DImOoXSu-X9-2.mp4,"Your brain has a gatekeeper that usually blocks creatine—until stress forces it open.

@foundmyfitness breaks down how cognitive pressure from sleep loss, aging, or mental exhaustion actually makes the blood-brain barrier more permeable, creating a window where supplemental creatine can slip through and boost function.

The protocols that work:
• 20g daily for 5 days during sleep deprivation = 10-20% better working memory
• 5g daily for weeks in older adults = sharper recall and mental clarity
• Ongoing research suggests benefits for mood stability, reduced cognitive fatigue, and potential TBI protection

This isn't about everyday supplementation—it's about timing creatine for periods of elevated brain demand when it can actually make a difference.

Full breakdown in FMF episode 100 with @dr.darrencandow

#creatine #creatinesupplement #brainfog #cognitivehealth #brainhealth #sleepscience #neuroprotection #biohacking #longevity #aging #functionalmedicine #sciencebacked #mentalperformance #mitochondria"
DIoKRlUyDGV-1.mp4,"The question that has everyone talking: where does jordan.b.peterson stand on this one? 

Credit to @jordanbpetersonfans for sharing this perspective 🔥🔥

#jordanpeterson #jordanpetersonquotes #jordanbpeterson #jordanbpetersonquotes #psychology #lifelessons #motivationday #tellthetruth #tellthetruthtuesday #speaktruth #speaktruthtopower #12rulesforlife #12morerulesforlife #orderandchaos #order #societyfeelings #jordanpetersononsociety #bookstagram #motivationday"
DIrDMD-NSIw-1.mp4,"Tom Bilyeu didn't let fear paralyze him—he used it as fuel. While most people freeze when doubt creeps in, he learned to move forward anyway. That shift in perspective changed everything.

The difference between those who succeed and those who don't? It's not fearlessness. It's deciding that fear won't make the decision for you.

Via @foundr

#entrepreneur #entrepreneurship #business #mindset #success #motivation #entrepreneurlife #businessowner #startup #hustle #businessmindset #goals #inspiration #motivationalquotes #successmindset #entrepreneurmindset #businesstips #startuplife #entrepreneurquotes #mindsetiseverything"
DIrDMD-NSIw-2.mp4,"Tom Bilyeu didn't let fear paralyze him—he used it as fuel. While most people freeze when doubt creeps in, he learned to move forward anyway. That shift in perspective changed everything.

The difference between those who succeed and those who don't? It's not fearlessness. It's deciding that fear won't make the decision for you.

Via @foundr

#entrepreneur #entrepreneurship #business #mindset #success #motivation #entrepreneurlife #businessowner #startup #hustle #businessmindset #goals #inspiration #motivationalquotes #successmindset #entrepreneurmindset #businesstips #startuplife #entrepreneurquotes #mindsetiseverything"
DIt-JHdTV8O-1.mp4,"John Mulaney witnessed the moment Conan finally opened up to Paul McCartney about his true feelings 😭 Via @teamcocopodcasts

#PaulMcCartney #CONAF #JohnMulaney #ConanOBrien #TheBeatles #PodcastClips #ComedyPodcast #ConanNeedsAFriend"
DItnRMQxFT3-1.mp4,"One day until the next episode drops 🎧

On tomorrow's A Bit of Optimism, @simonsinek sits down for a conversation you won't want to miss. Mark your calendars and get ready to dive in.

#abitofoptimism #simonsinek #podcast #newpodcast #podcastersofinstagram #inspiration #motivation #leadership #optimism"
DItnRMQxFT3-2.mp4,"One day until the next episode drops 🎧

On tomorrow's A Bit of Optimism, @simonsinek sits down for a conversation you won't want to miss. Mark your calendars and get ready to dive in.

#abitofoptimism #simonsinek #podcast #newpodcast #podcastersofinstagram #inspiration #motivation #leadership #optimism"
DItu5bzpX86-2.mp4,"The podcast duo just dropped their Snow White bet and @badfriendspod fans are already weighing in on who's gonna take this one 🎲

#badfriends #podcast #comedy #standup #standupcomedy #funny #comedian #andrewsantino #bobbyleelive"
DIutv_JTvAO-2.mp4,"Behind the scenes of his latest podcast, Alex Clark (@realalexclark) put his own apartment under the microscope—literally 🔬

Ryan Blaser from @testmyhome didn't just show up to chat. He came equipped to test everything: mold spores, EMFs, air quality, water toxicity, the works. The trusted environmental health expert who's worked with Lauryn Bosstick and Paul Saladino turned Alex's one-bedroom into a full-on health investigation site 🏠⚠️

Could invisible threats in your living space be the reason you feel off? Brain fog, constant fatigue, unexplained symptoms—sometimes the culprit isn't your body, it's your building 😷

After surviving his own battle with environmental illness, Ryan now helps people detect what's lurking where they live. This @cultureapothecary episode breaks it all down (and Alex promises a vlog with the shocking results coming soon) 🎥

Stream it now on all podcast platforms or catch it on Real Alex Clark's YouTube 💚🌿

Drop 'MOLD' in the comments for the direct link!

Ever questioned if your home environment was affecting your health?

#mold #moldtoxicity #emf #healthyhome #environmentalhealth #podcast #wellness #holistichealth #toxins #airquality #homehealth #chronicillness"
DIw7CeWBmcF-1.mp4,"Tucker Carlson (@tuckercarlson) calls out members of his own party who continue advocating for military intervention in Iran. While many Americans want to avoid another endless Middle East conflict, certain GOP voices keep beating the war drums. Worth asking: who benefits from this push?

#TuckerCarlson #Iran #RegimeChange #Republicans #ForeignPolicy #MiddleEast #NoMoreWars #Politics #Conservative #GOP #PoliticalDebate"
DIwPcNHxvbv-1.mp4,"The paradox of summiting: When you've conquered the world's highest peaks, where do you climb next? @simonsinek sits down with @coryrichards—mountain climber, photographer, and filmmaker—to explore what happens after reaching the top. From the Himalayas to rock bottom, Cory opens up about mental health battles, the fine line between survival and resilience, and the stories that changed everything. Part 1 drops now 🎧

#SimonSinek #Podcast #MentalHealth #Resilience #Leadership #Inspiration #Mindset #PersonalGrowth #Mountaineering #Adventure"
DIwanU5Mqij-1.mp4,"According to @russellbrand, the latest report provides definitive evidence of COVID's lab origins—yet those who misled the public for years face zero accountability. He questions whether this revelation will finally trigger genuine scrutiny of pharmaceutical giants, regulatory agencies, and the systems of control operating on a global scale. A complete reevaluation is overdue.

#RussellBrand #COVID19 #LabLeak #Fauci #BigPharma #FDA #Accountability #TruthMatters #QuestionEverything #SystemicChange #GlobalControl #CovidOrigins #Investigation #PublicHealth #Transparency"
DIwz3UNTjFr-2.mp4,"What happens when Jordan Peterson sits down with @joeroganexperience? Episode 2308 delivers another deep dive with the clinical psychologist who's become one of today's most influential voices. Peterson—co-founder of Peterson Academy, host of ""The Jordan B. Peterson Podcast,"" and bestselling author—brings insights from his latest work ""We Who Wrestle with God: Perceptions of the Divine"" to the table. This is the conversation everyone's been waiting for.

www.jordanbpeterson.com

#JoeRogan #JRE #JoeRoganPodcast #JoeRoganExperience #JordanPeterson #Podcast #Podcasting #Podcasts #PodcastClips #Spotify"
DIyuOeIJySI-2.mp4,"Fear has a way of taking over—but according to Rich Barton, co-founder and co-executive chairman of @Zillow, most of what we panic about never comes to pass. And the rest? Well, worrying won't change it anyway.

Rich has been shaping Zillow's vision since 2004, serving as both CEO and executive chairman while revolutionizing real estate for millions. His perspective on fear is as transformative as his approach to business.

Catch the full conversation with Rich Barton on @timferriss's latest podcast episode—available now on Apple Podcasts, Spotify, YouTube, and everywhere podcasts are found.

#RichBarton #Zillow #TimFerriss #PodcastInterview #Entrepreneurship #Leadership #RealEstate #Innovation #MindsetMatters #BusinessLeadership #Success"
DIz6C6-IG6B-2.mp4,"Tom Segura and Bert Kreischer prove that the best friendships are built on endless laughter and zero filters 😂 Via @2bears.1cave

#2Bears1Cave #2bears1cavepodcast #tomsegura #bertkreischer #podcast #comedy #comedypodcast #standupcomedy #friends #bestfriends #podcastclips #funnyvideos #comedyvideos"
DIzJnAwyJhB-2.mp4,"Why wait for symptoms when you can get ahead of them? @moreplatesmoredates emphasizes that comprehensive lab work reveals what's happening beneath the surface long before warning signs appear.

Tracking critical health markers through routine diagnostic testing allows for proactive adjustments instead of reactive damage control. This data-driven approach is exactly how @marekhealth structures every client protocol—real numbers, real solutions, real optimization.

Getting started with their team means building a health strategy backed by actual evidence, not guesswork. The difference between wondering and knowing comes down to testing.

#healthoptimization #diagnostictesting #preventivehealth #biomarkers #hormonehealth #longevity #biohacking #menshealth #performancehealth #labwork #healthspan #optimization #functionalmedicine #bloodwork"
DIzjzo9yQJz-1.mp4,"Archaeological evidence silences doubters: A 1968 discovery of Yehohanan's remains—complete with an iron spike still lodged in the heel bone and wood fragments attached—proves crucifixion by nails was standard practice during Pontius Pilate's era, directly contradicting modern theories claiming Jesus was merely tied with ropes. @michaeljknowles breaks down why this finding matters and examines crucifixion mechanics, the Shroud of Turin's authenticity, and why wrist placement details align with ancient execution methods. Full discussion available on YouTube. #CrucifixionNail #ShroudOfTurin #HistoricalAccuracy #ChristianArt #BiblicalHistory #ReligiousArtifacts #Archaeology #FaithAndReason #ShroudEvidence #CrucifixionHistory"
DIzuQHHPfYf-2.mp4,"Stephen West from Philosophize This! podcast drops wisdom that hits different: ""Be the one that takes advice."" 

@timferriss sits down with the philosophy host in a conversation you don't want to miss. Available now on all podcast platforms—Apple Podcasts, Spotify, YouTube, and more.

#TimFerrissShow #PhilosophizeThis #StephenWest #PodcastRecommendation #Philosophy #Wisdom #PodcastInterview #MustListen"
DIzy6fiyHel-1.mp4,"Tim Dillon drops a wild theory about actors that'll make you rethink Hollywood 😂 @tigerbelly goes there in episode 498

#tigerbelly ep. 498 #timdillon #actors #standupcomedy"
DJ-F_htBwwM-2.mp4,"A father's failure captured on camera. When your own dad can't back you up, @charliekirk1776 steps in to speak truth. This is what happens when parents check out of the tough conversations.

#charliekirk #turningpointusa #tpusa #liberal #liberals #politics #political #politicalnews #politicalmemes #republican #republicans #conservative #conservatives #democracy #democrats #democrat #liberty #maga #makeamericagreatagain #trump #trump2024 #donaldtrump #patriot #patriots #america #american #americans #usa"
DJ-TsRzSnRR-1.mp4,"A journey to Turin, Italy reveals startling new findings about Christianity's most mysterious relic. @michaeljknowles examines the anatomically perfect image on the Shroud and the unexplainable energy that created it. The physical evidence points to one undeniable conclusion—this could be the burial cloth of Christ himself. Faith meets science in this powerful investigation. #ShroudOfTurin #Jesus #Faith #Christianity #TurinShroud #ReligiousArtifact #BiblicalHistory #ShroudEvidence #JesusOfNazareth #HolyShroud"
DJ-TsRzSnRR-2.mp4,"A journey to Turin, Italy reveals startling new findings about Christianity's most mysterious relic. @michaeljknowles examines the anatomically perfect image on the Shroud and the unexplainable energy that created it. The physical evidence points to one undeniable conclusion—this could be the burial cloth of Christ himself. Faith meets science in this powerful investigation. #ShroudOfTurin #Jesus #Faith #Christianity #TurinShroud #ReligiousArtifact #BiblicalHistory #ShroudEvidence #JesusOfNazareth #HolyShroud"
DJ17Lm_OWbj-2.mp4,"A bittersweet moment captured as Sabu sits down for what would become one of his final interviews. @legionofskanks preserved this incredible conversation—catch the complete episode through their link. ⁣
⁣
𝗨𝘀𝗲 𝗰𝗼𝗱𝗲: ""𝗜𝗡𝗦𝗧𝗔"" 𝗳𝗼𝗿 𝗮 𝗱𝗶𝘀𝗰𝗼𝘂𝗻𝘁!

#Sabu"
DJ17q3jpBGq-2.mp4,"The message is clear and unfiltered from @charliekirk1776 – no sugarcoating, just the truth he sees about those working against everyday Americans.

#TPUSA #TurningPointUSA #TurningPoint #CharlieKirk #Conservative #Politics #Truth #America"
DJ1mKaWyg8v-2.mp4,"The relatability hack nobody talks about 👀

When you think you need shared hobbies to connect with people, think again. This changes everything.

Drop a ❤️ if this hit different

Via @askvinh

#communication #socialskills #relatability #connection #conversations #relationshiptips #selfimprovement #personaldevelopment #confidence #charisma #networking #peoplewatching #mindset #growth #lifehacks"
DJ2GSHPSQbq-2.mp4,"When Benny Blanco gets called out by @teamcocopodcasts, the clock starts ticking—and the internet is watching. Time's up in 24 hours. #CONAF"
DJ2NZMaTVpb-1.mp4,"The question lingering in everyone's mind after hearing this perspective. What's your take on jordan.b.peterson's viewpoint here?

Credit: @jordanbpetersonfans 

#jordanpeterson #jordanpetersonquotes #jordanbpeterson #jordanbpetersonquotes #psychology #lifelessons #tellthetruth #tellthetruthtuesday #speaktruth #speaktruthtopower #12rulesforlife #12morerulesforlife #societyfeelings #jordanpetersononsociety #bookstagram #googleads #marketingdigital #personality"
DJ2NZMaTVpb-2.mp4,"The question lingering in everyone's mind after hearing this perspective. What's your take on jordan.b.peterson's viewpoint here?

Credit: @jordanbpetersonfans 

#jordanpeterson #jordanpetersonquotes #jordanbpeterson #jordanbpetersonquotes #psychology #lifelessons #tellthetruth #tellthetruthtuesday #speaktruth #speaktruthtopower #12rulesforlife #12morerulesforlife #societyfeelings #jordanpetersononsociety #bookstagram #googleads #marketingdigital #personality"
DJ48MfGuWEv-2.mp4,"Money myths busted: your diploma doesn't determine your bank account 💰

@daveramsey breaks down why intelligent people still fumble their finances—and it has nothing to do with what's hanging on their wall. Street smarts vs. book smarts gets real in this one.

#DaveRamsey #MoneyTips #FinancialFreedom #PersonalFinance #MoneyMindset #WealthBuilding #FinancialAdvice #MoneyManagement #DebtFree #FinancialLiteracy #SmartMoney"
DJ4LNrkC69d-2.mp4,"The difference between confident speakers and everyone else? Just learned behaviors that anyone can master.

@askvinh breaks down exactly how communication skills work in his latest conversation with Jay Shetty - and the best part is, your current speaking style isn't permanent. It's all changeable through practice and technique.

Full episode is live on all platforms now. For the video version, search ""Jay Shetty Vinh Giang"" on Youtube.

#communication #confidence #publicspeaking #jayshetty #selfimprovement #personaldevelopment #communicationskills #mindset"
DJ4Y3kSxWru-2.mp4,"@tuckercarlson explores the Epstein conversation that has Shawn Ryan weighing in on recent statements from Kash Patel and Dan Bongino. The discussion cuts through the noise.

#shawnryan #kashpatel #danbongino #epstein #jeffreyepstein #tuckercarlson #podcast #truth"
DJ4ZV33JSDy-2.mp4,"Bobby Lee puts Andrew Santino through the ultimate cultural challenge on @badfriendspod 😂 When your comedy partner thinks he knows Filipino culture but gets hit with the reality check. The confidence before the test vs the results after... 💀

#badfriends #bobbyleeandrewsantino #podcastclips #comedypodcast #filipinotest #andrewsantino #bobbylee #standup #podcastmoments #funnymoments"
DJ4k00cStNu-2.mp4,"The neuroscience behind why vulnerability creates powerful art gets dissected in @hubermanlab's latest conversation with comedian Tom Segura. Beyond the typical creativity discussion, they explore fascinating research—including a brain lesion patient who couldn't remember hearing jokes but still found them less funny with each repetition. The dopamine dynamics of surprise versus anticipation in comedy reveal why both knowing where a bit is headed AND getting caught off guard can equally captivate an audience. As it turns out, Tom and Huberman are actually cousins, making this blend of scientific analysis and artistic insight even more interesting to watch unfold.

#neuroscience #science #ciencia #neurociência #empathy #emotional #resonance #connect #safe #spontaneous #truth #define"
DJ4qyfXRdLe-2.mp4,"# The Hidden Connection

Neuroscientist Dr. Andrew Newberg is using cutting-edge brain imaging technology to reveal something extraordinary—what actually lights up in your mind during spiritual moments, and why it changes everything.

Speaking at the recent Platinum Partners Happiness Event in Abu Dhabi, he unpacked the science behind rituals, repeated practices, and those experiences that move us at our core. @tonyrobbins sat down with him for a full conversation breaking down these discoveries.

Want the full episode of The Tony Robbins Podcast? 👇

Comment ""BRAIN"" to get the link sent to you, or tap the bio to watch now.

#TonyRobbins #Neuroscience #BrainScience #Spirituality #Happiness #PersonalGrowth #SelfImprovement #Mindfulness #Podcast #AndrewNewberg #PlatinumPartners #AbuDhabi #MindsetMatters"
DJ69TjUST2y-1.mp4,"Mark Manson (@markmanson) cuts through the noise: relationships that force you to play small aren't worth keeping. The right connection expands your world, not compresses it. Real love means showing up as yourself—unfiltered, unbothered, unapologetic. Boundaries aren't walls; they're the foundation of something genuine. 👊 if you're claiming that space.

#relationships #boundaries #selfworth #healthyrelationships #personalgrowth #authenticity #selflove #datingadvice #relationshipgoals #emotionalhealth #knowyourworth #relationshiptips"
DJ6w6zpRMgz-2.mp4,"Jessie was weeks away from becoming a mother when she had this conversation with Mel Robbins—and what they discussed is something society rarely says out loud.

Being a mom doesn't mean erasing yourself. @themelrobbinspodcast delivers the honest perspective every parent deserves to hear: your identity matters, your needs matter, and building a life that supports you isn't selfish—it's essential.

Whether you're a mom or you love one, this episode hits different. 🎧 ""What Every Mom Needs to Hear Today.""

#motherhood #momlife #parenthood #selfcare #mentalhealth #personaldevelopment #melrobbins #momtok #parentingtips #workingmom #motherhoodunfiltered #momadvice #mindset #growth #podcast"
DJ7QPUWtchi-1.mp4,"When a painful bout of cellulitis and crushing prescription costs revealed the true state of America's healthcare crisis, @johngreenwritesbooks channeled his frustration into fighting tuberculosis worldwide. The author and educator shares with @jeffberman how personal struggle transformed into a global mission against one of humanity's deadliest threats.

Obsession met purpose. Outrage sparked change.

Full episode available through the link in @mastersofscale's bio.

#MastersOfScale #JohnGreen #Healthcare #Tuberculosis #GlobalHealth #PublicHealth #AuthorLife #Storytelling #SocialImpact #Advocacy #HealthcareReform #Innovation #Leadership #Purpose"
DJ7S_19S6-v-2.mp4,"The harsh reality? Most TRT clinics aren't investigating the root cause of your low testosterone—they're just masking symptoms with hormones, according to @moreplatesmoredates

He explains how countless men get locked into lifelong hormone therapy after one low Total Testosterone reading, without anyone bothering to ask the critical question: WHY is your testosterone low in the first place?

The real issue could be inadequate pituitary signaling, poor testicular response despite normal signaling, or something completely different that actually has a solution beyond permanent TRT.

Comprehensive bloodwork reveals whether you're dealing with a hormone production problem, a signaling problem, or metabolic dysfunction—information that drastically changes your treatment path.

For those ready to understand what's actually happening in their body before making a permanent decision, www.marekhealth.com offers expert consultation with personalized lab panels that go beyond the surface-level testing most clinics provide.

#TRT #testosterone #hormonehealth #menshealth #trttherapy #hormones #optimization #bloodwork #health #wellness #fitness #lifestyle"
DJ7cJKBTu-A-1.mp4,"The question isn't whether you agree—it's whether you're ready to hear perspectives that challenge your worldview. Jordan.b.peterson delivers exactly that kind of content, and @jordanbpetersonfans curates the most thought-provoking moments.

#jordanpeterson #jordanpetersonquotes #jordanbpeterson #jordanbpetersonquotes #psychology #lifelessons #tellthetruth #tellthetruthtuesday #speaktruth #speaktruthtopower #12rulesforlife #12morerulesforlife #societyfeelings #jordanpetersononsociety #bookstagram #googleads #marketingdigital #personality"
DJ7dB6gzKya-1.mp4,"The LT Michael P. Murphy Navy SEAL Museum hosts The Murph Challenge this Saturday, May 24th, where @jockowillink joins thousands worldwide in this Memorial Day weekend tradition that transforms remembrance into action. Their sacrifice demands more than words—it demands we get after it. Be part of something bigger.

#MurphChallenge #MemorialDay #JockoWillink #NavySEAL #LTMichaelPMurphy #HonorThem #GetAfterIt #MemorialDayWeekend #SEALMuseum #NeverForget"
DJ7gyhozx2M-1.mp4,".@joeroganexperience sits down with NFL legend @aaronrodgers12 for episode 2325 — the four-time MVP and Super Bowl champion who's cemented his legacy as one of football's greatest quarterbacks. From his historic run with the Green Bay Packers to his time with the New York Jets, Rodgers ranks among the all-time elite in both career passing touchdowns and passer rating.

https://www.nvcf.org/aaron-rodgers-norcal-recovery-fund

#JoeRogan #JRE #AaronRodgers #NFL #GreenBayPackers #NewYorkJets #SuperBowl #Quarterback #Football #Podcast"
DJ8nvzWz47N-1.mp4,"The difference between a gambler and a strategic entrepreneur? One knows how to tip the scales before making a move.

Smart business isn't just bold decisions—it's calculated risk with weighted advantage.

Comment PODCAST for the full conversation.

Via @foundr

#entrepreneur #business #businessstrategy #entrepreneurship #startup #startuplife #businessmindset #entrepreneurmindset #businessgrowth #startupfounder #foundermindset #entrepreneurlife #businesstips #startuptips #podcast #entrepreneurpodcast #businesspodcast"
DJ9VvALpDiD-1.mp4,"@kwamenegotiates breaks down the exact framework for having those conversations you've been avoiding—the ones where resentment has already taken root and you're not sure how to speak up without everything falling apart.

In this episode with @themelmelrobbinspodcast, this world-renowned negotiation expert teaches the 3-step system for advocating for yourself when the stakes feel impossibly high.

Because the life you actually want? It's waiting on the other side of the words you're too afraid to say.

🎧 ""How to Get What You Want Every Time: 3 Steps to Negotiate Anything With Anyone"""
DJ9ywJ7ShIR-1.mp4,"Jimmy Carr joins @joeroganexperience for episode 2326, bringing his razor-sharp wit and dark humor to the conversation. The comedian, writer, and television host's latest Netflix special ""Jimmy Carr: Natural Born Killer"" showcases exactly why he's one of the most provocative voices in comedy today. Catch him live on tour this year at www.jimmycarr.com

#jimmycarr #joerogan #jre #joeroganpodcast #comedy #standup #netflix #comedian #podcast #jreclips #joeroganexperience"
DJA-C51oVWp-1.mp4,"The debate continues as jordan.b.peterson shares another perspective that's got people talking. Where does @jordanbpetersonfans stand on this one, and more importantly—where do you? Drop your honest take below.

#jordanpeterson #jordanpetersonquotes #jordanbpeterson #jordanbpetersonquotes #psychology #lifelessons #motivationday #tellthetruth #tellthetruthtuesday #speaktruth #speaktruthtopower #12rulesforlife #12morerulesforlife #orderandchaos #order #societyfeelings #jordanpetersononsociety #bookstagram #motivationday"
DJAuTkCPnF--1.mp4,"What doctors miss about your unexplained symptoms might shock you. Alex Clark sits down with Dr. Izabella Wentz (@izabellawentzpharmd), The Thyroid Pharmacist, for a raw conversation that connects the dots between fatigue, brain fog, anxiety, and the root cause no one's talking about. From Hashimoto's to hormonal chaos, this @cultureapothecary episode exposes why ""normal"" lab results don't always mean you're actually healthy—and what true healing looks like beyond temporary fixes.

Drop 'THYROID' below for the episode link straight to your DMs 💌

Catch it wherever you stream podcasts or search 'Real Alex Clark' on YouTube 💚🌿

Credit: @realalexclark

Ever dealt with thyroid problems or autoimmune symptoms that stumped your doctors?

#thyroidhealth #hashimotos #hormonalhealth #autoimmune #chronicfatigue #rootcausehealing #functionalhealth #womenshealth #thyroidawareness #healthpodcast"
DJAwLpHMuHm-1.mp4,"@russellbrand shares Trump's response when pressed about the Epstein files timeline. The former president tells reporters he'll need to check with the attorney general, admitting he doesn't have an answer on when the documents might see daylight.

#Trump #Epstein #EpsteinFiles #AttorneyGeneral #Politics #News #Accountability #JeffreyEpstein #BreakingNews #PoliticalNews #Transparency"
DJC1VmYx5lF-2.mp4,"A heated exchange has Ben Shapiro and others on one side, with @tuckercarlson firing back at accusations of being anti-American—and he's not holding back. Catch the complete breakdown on the full podcast episode.

#megynkellyshow"
DJCm18VTS1k-1.mp4,#BillHader opens up about his friendship with #ConanOBrien in this must-watch moment from @teamcocopodcasts. The chemistry between these two is undeniable. #CONAF
DJCtmzhyhTO-2.mp4,"The debate that's about to shake up the internet 👀

@naim__ali and @dru_montana are stepping into the #LegionOfSkanks arena with @legionofskanks TONIGHT at 8PM E, and they're tackling the question: Was #Tupac Gay?

Catch all the chaos exclusively on @gasdigital – use promo code LOS when you create your #GaSDigital profile for discounted full access to this madness!

#Comedy #Podcast"
DJE2ZtrTNvz-1.mp4,"The secret to ad success? It's hidden in plain sight—and it's not what most people optimize for. @foundr breaks down why your offer matters more than your creative ever will.

#foundrpodcast #paidadsstrategy #ecommercetips #ecommercemarketing #ecommercestore"
DJEld_GMB-z-1.mp4,"You can't win them all, and @askvinh proves that's perfectly fine. His journey taught him a game-changing lesson: chasing universal approval means losing everyone's respect. The people-pleasing trap is real—trying to make everyone happy guarantees nobody ends up satisfied. He's been there, learned it the hard way, and now shares this truth. Sometimes the most liberating thing you can do is accept that not everyone will vibe with you. And honestly? That's exactly how it should be.

#selflove #selfcare #confidence #mindset #motivation #personalgrowth #mentalhealth #selfimprovement #growthmindset #therapy #healing #boundaries #peoplepleasing #authenticity"
DJFI0vdvBco-2.mp4,"A true honor: Triumph the Insult Comic Dog took the stage as host for Conan's Mark Twain Prize Ceremony. The full ceremony drops on @netflix May 4th. 🎭

Via @teamcocopodcasts

#Conan #ConanOBrien #MarkTwainPrize #TriumphTheInsultComicDog #Netflix #Comedy #StandUp #ComedyLegend"
DJFSPnQS3di-2.mp4,"Looking for performance gains without caffeine jitters? The answer might be sitting in your produce aisle. Beetroot extract delivers measurable improvements in endurance, recovery, and cognitive function by ramping up nitric oxide production—meaning better oxygen delivery to both muscles and brain tissue.

The results speak for themselves: athletes taking beetroot juice sharpened their decision-making speed by roughly 4% at rest, thanks to increased blood flow to regions controlling motor function and focus. @DrAndyGalpin strategically deploys blood-flow enhancers like beetroot and citrulline for his athletes during nighttime training blocks and when scheduling demands multiple daily sessions—times when stimulants would sabotage sleep quality.

Here's the problem: less than half the population eats enough nitrate-rich vegetables to maintain optimal NO levels. Supplementing with beetroot juice or citrulline bridges that nutritional gap while supporting vascular function throughout the entire body.

Episode 101 of the @foundmyfitness podcast with Dr. Andy Galpin breaks down the science behind performance supplements that actually move the needle on training adaptations and recovery protocols.

#beetroot #nitricoxide #sportsnutrition #athleticperformance #nootropics #bloodflow #endurance #recoverynutrition #evidencebased #performancesupplements #cognitivefunction #trainingadaptations"
DJFfJx-z5VO-2.mp4,"@theovon and @thekatvond are manifesting an entire aesthetic this summer ☀️🖤

@celsiusofficial #celsiusbrandpartner #celsiuslivefit"
DJFmBPwzDog-2.mp4,"The fitness powerhouse behind ""The Biggest Loser"" sits down with @joeroganexperience in episode 2313. Jillian Michaels brings her expertise as a certified nutritionist, author, and host of ""Keeping It Real: Conversations with Jillian Michaels"" to discuss what really matters in health and wellness. From transforming lives on ""Losing It With Jillian"" to her current work, she's built a career on no-nonsense fitness truth.

#JillianMichaels #JoeRogan #JRE #JoeRoganPodcast #JoeRoganExperience #Fitness #Nutrition #TheBiggestLoser #FitnessExpert #Health #Wellness #Podcast"
DJGLrWbI_ZO-1.mp4,"The psychology professor's perspective cuts through the noise—but does his take resonate with you?

Credit to @jordanbpetersonfans for bringing this moment to light 🔥🔥

#jordanpeterson #jordanpetersonquotes #jordanbpeterson #jordanbpetersonquotes #psychology #lifelessons #motivationday #tellthetruth #tellthetruthtuesday #speaktruth #speaktruthtopower #12rulesforlife #12morerulesforlife #orderandchaos #order #societyfeelings #jordanpetersononsociety #bookstagram #motivationday"
