job_id,account,video_path,caption,status,worker_id,claimed_at,completed_at,error,attempts,max_attempts,retry_at,error_type
DPFTLzmjjPj-2,,chunk_01c\garyvee\DPFTLzmjjPj-2.mp4,"Gary's dropping the real Friday night debate that matters 🥩

While everyone's arguing about other stuff, @garyvee wants to know how YOU do your steak. Drop your answer below.

Oh, and he's bored on a flight Monday - shoot him a text at 1-212-931-5731 and actually get a reply back.

#steak #questionoftheday #garyvee",pending,,,,,,,,
DOgJNP_jny4-2,,chunk_01c\garyvee\DOgJNP_jny4-2.mp4,"Gary Vee breaks down why fear of failure is keeping talented people trapped in jobs they hate. The truth? That safety net everyone's worried about losing isn't going anywhere – your fallback option will still exist if entrepreneurship doesn't work out. But here's what most don't calculate: the moment you commit full-time to your side hustle, the results multiply exponentially. @garyvee tells it like it is in this one, and somebody watching needs to hear this exact message today.

✅If you're ready to jump 👣 leave a feet 👣 emoji in the chat and if you're really serious DM me the 👣 emoji! Also pls 🔁 hit the repost 🔁 button on this post - too many need to see it ❣️",pending,,,,,,,,
DP2zDcjjJHV-1,,chunk_01c\garyvee\DP2zDcjjJHV-1.mp4,"@garyvee's cutting through the noise with what we all need to hear: stop overthinking it. The blueprint's already in your head—now it's about showing up and putting in the hours. No more waiting for perfect timing or permission. He's reminding us that execution beats intention every single time. The work is calling 🔥

#GaryVee #Motivation #Entrepreneur #Success #Hustle #Mindset #BusinessMotivation #EntrepreneurLife #SuccessMindset #WorkHard #ExecutionOverEverything #TakeAction #GetToWork",pending,,,,,,,,
DPESINoDsbX-2,,chunk_01c\garyvee\DPESINoDsbX-2.mp4,"Gary Vee (@garyvee) just issued a challenge most people will scroll past instead of accepting 💀

The ask? Create THAT piece of content. The one that shifts everything. The one you've been putting off because it feels too vulnerable, too real, too much.

He drops absolute truth in the final 5 seconds that separates the talkers from the doers ❤️

#GaryVee #ContentCreation #Motivation #Entrepreneurship #CreateContent #MindsetMatters #TakeAction #ContentCreator #DigitalMarketing #SocialMediaMarketing",pending,,,,,,,,
DPoRBt4DuFI-1,,chunk_01c\garyvee\DPoRBt4DuFI-1.mp4,"Gary Vaynerchuk (@garyvee) testing if you're really paying attention 👀

Drop your comment below if the message clicked for you.

Want to dive deeper into this? He's actually available via text: 📱 1-212-931-5731

#garyvee #perspective #motivation",pending,,,,,,,,
DPWPbfijkoK-2,,chunk_01c\garyvee\DPWPbfijkoK-2.mp4,"Gary Vaynerchuk (@garyvee) just dropped a goldmine for anyone paying attention: the ""unplug"" movement isn't just a lifestyle choice—it's an untapped market. After 25 years of going all-in on digital, the pendulum is swinging back. Smart entrepreneurs will build empires around helping people disconnect.

Drop your take below: Are you capitalizing on this shift? What unplug business are you creating? 

#2026 #trend #businessadvice #garyvee",pending,,,,,,,,
DQnLNVyDBnX-1,,chunk_01c\garyvee\DQnLNVyDBnX-1.mp4,"Gary Vaynerchuk (@garyvee) holds this close as the ultimate compliment he's ever received. The reminder here hits different: that single post you're doubting right now could be the one that shifts everything. Your breakthrough content is hiding in the work you haven't shared yet. The answer isn't perfection—it's consistency.

📱 DM him at 1-212-931-5731 for questions

#garyvee #wine #latenightshow",pending,,,,,,,,
DQjkuPFjmY8-2,,chunk_01c\garyvee\DQjkuPFjmY8-2.mp4,"@garyvee reminds us that the most valuable currency doesn't come from your wallet. While everyone's busy pointing fingers at problems, he's challenging us to BE the solution. Showing up with genuine kindness for young people—especially those outside your circle—creates ripple effects that money can't buy. This message hits different when you realize how simple yet powerful it really is.

Who's ready to hop on this train? 🚂 Tag them below.

#motivation #happiness #garyvee",pending,,,,,,,,
DQPIcFIjCt_-2,,chunk_01c\garyvee\DQPIcFIjCt_-2.mp4,"Gary Vee breaks down the invisible prison most people live in: the fear of ""they."" 

That nameless, faceless group of critics? They're stealing your happiness without you even realizing it. He's challenging everyone to do the ""2fingersUpSpin"" and finally break free from caring what others think.

If you take the challenge, share your video and watch how fast your perspective shifts.

📌 Tap the ⭐️ on @garyvee's profile to save this reminder when you need it most.

#garyvee #mindset #advice",pending,,,,,,,,
DPwAkGhDv2r-2,,chunk_01c\garyvee\DPwAkGhDv2r-2.mp4,"Gary Vaynerchuk (@garyvee) isn't asking about the years on your birth certificate—he wants to know about the fire in your soul, the vibe you're putting out into the world, and how young your spirit actually feels.

He's going live today from 1-2pm on garyvee.com/stan, dropping knowledge for thousands of entrepreneurs and creators on how to unlock financial opportunities in today's landscape.

Want in? Send a DM with ""Tell me about Stan Store"" for automatic access details, or hit up his line directly at 📱1-212-931-5731 for any questions.

#stan #socialmedia #mindset #garyvee",pending,,,,,,,,
DRr0BynEpbi-2,,chunk_01c\garyvee\DRr0BynEpbi-2.mp4,"The lifestyle landscape might be shifting in a major way. @garyvee recently appeared on Bloomberg TV to break down why he believes collecting is about to reach the same cultural status as music, sports, fashion, food, and travel. If this trend plays out the way he thinks it will, the business implications could be massive for entrepreneurs and brands across every industry.

What's in your collection? Drop it below 👇

#garyvee #collecting #collectibles",pending,,,,,,,,
DRUif5JDrqO-1,,chunk_01c\garyvee\DRUif5JDrqO-1.mp4,"Talk is cheap. @garyvee breaks down why getting your hands dirty in the trenches beats reading about success from the sidelines every single time.

He's 50, built multiple businesses, influenced millions—and still feels like he's just getting started. That's the mindset that separates dreamers from doers.

If you're in your 20s, 30s, or 40s thinking you're behind, you're not. Stop consuming content about success and start creating your own story through action.

Field experience > textbook knowledge

#garyvee #entrepreneurmindset #takingaction #businessadvice #hustlehard #entrepreneurlife #mindsetshift #successmindset #motivationmonday #doer #gettowork #buildinpublic #startuplife",pending,,,,,,,,
DLVL9AJx0hi-1,,chunk_01c\greatness\DLVL9AJx0hi-1.mp4,"The way @marthahigareda breaks down love as an action word instead of just a feeling hits different 💯 

Drop a YES below and the full episode lands in your DMs ✉️

What's your take—does love live in what we do or what we say? 👇

Via @greatness

#relationships #love #marriage #dating",pending,,,,,,,,
DNB4_GlzZ1i-2,,chunk_01c\greatness\DNB4_GlzZ1i-2.mp4,"Every year adds something irreplaceable—and @sagerobbins breaks down exactly what that is ✨

Want the full episode? Comment ""YES"" below 👇

Drop a 💛 if you appreciate who you've become 🙏

via @greatness

#mindset #wisdom #lifeisbeautiful",pending,,,,,,,,
DND5GR9JnzW-1,,chunk_01c\greatness\DND5GR9JnzW-1.mp4,"The timeline to success? @mrbeast says multiply whatever you're thinking by 10 😅 If you can't fall in love with the grind itself, the destination won't matter 💯

Drop ""YES"" below for the complete episode 👇

Tag someone chasing their vision right now ✨

via @greatness

#mindset #entrepreneur #inspiration",pending,,,,,,,,
DNeAAmlSTKU-1,,chunk_01c\greatness\DNeAAmlSTKU-1.mp4,"The human body's hidden healing network is about to change medicine forever. 🧠⚡

@greatness sits down with Dr. Kevin Tracey in tomorrow's episode to explore a groundbreaking biomedical device that taps into the nervous system's natural power—offering healing beyond traditional drugs and surgery.

The future of healthcare drops TOMORROW 🎙️

#greatness #neuroscience #biomedicine #schoolofgreatness #health",pending,,,,,,,,
DNgDWYHxtza-1,,chunk_01c\greatness\DNgDWYHxtza-1.mp4,"The 'great nerve' might be the medical breakthrough that changes everything for chronic pain sufferers 🧠⚡

Neurosurgeon Dr. Kevin Tracey breaks down the science behind this ONE nerve pathway that could revolutionize how we treat autoimmune diseases.

Drop ""YES"" below for the complete episode in your DMs 💬

via @greatness

Tag someone dealing with chronic pain 🙏

#schoolofgreatness #neuroscience #chronicpain #autoimmunedisease #healing #health #wellness #medical #breakthrough #science #podcast #education",pending,,,,,,,,
DOETal3ErcP-2,,chunk_01c\greatness\DOETal3ErcP-2.mp4,"What do theater kids and Broadway dreams have in common? Everything you'll hear in today's School of Greatness podcast episode 🎭✨

@greatness brings you the conversation you didn't know you needed 🎙️

Link in bio – your cue to listen 👆

#SchoolOfGreatness #TheaterKids #Gleeks #Broadway #Podcast #MusicTheater #PerformingArts #TheaterLife #BroadwayDreams #PodcastEpisode",pending,,,,,,,,
DOhDva4j8Ar-1,,chunk_01c\greatness\DOhDva4j8Ar-1.mp4,"Twin girls on the way! 🌸🌸 The couple shares their beautiful announcement with the world. @marthahigareda couldn't contain the joy—two daughters are joining their family. Double the love, double the blessings 🩷🩷

via @greatness

#twins #babygirls #pregnancy #pregnancyannouncement #babyannouncement #twingirls #blessed #family #growingfamily #doubletrouble #twinsisters #babynews #expecting #expectingtwins #momtobe #dadtobe",pending,,,,,,,,
DNTudSUSpdj-2,,chunk_01c\greatness\DNTudSUSpdj-2.mp4,"Taylor's latest move just gave the entire internet a masterclass in bold, unapologetic living. 🧡 

Orange energy is taking over—it's the vibe of fearless creativity and chasing what sets your soul on fire. Every Swiftie and dream-chaser is feeling it right now. 🌟

Want to turn that energy into real-life action? The 2025 Summit of Greatness is happening September 12–13 at the iconic Dolby Theatre. Two transformative days with world-class speakers and a community ready to elevate you. Drop a ""YES"" below to claim your seat and step into your greatness ✨🙌

Via @greatness

#greatness #manifestation #summitofgreatness #taylorswift #ts12 #orange",pending,,,,,,,,
DOJXvspETrw-2,,chunk_01c\greatness\DOJXvspETrw-2.mp4,"When chasing motivation leaves you running in circles, it's time to shift your focus to something deeper. @greatness breaks down why meaning—not motivation—is what truly transforms your life. After over a decade of conversations with the world's most successful minds, Lewis Howes discovered that popular advice might actually be holding you back. This episode challenges 7 common beliefs that could be keeping you stuck. Tag someone who needs to hear this truth 🙏

#schoolofgreatness #personaldevelopment #selfimprovement #motivation #mindset #success #growthmindset #lifelessons #personalgrowth #inspiration #successmindset #selfgrowth",pending,,,,,,,,
DPa4mttkuJ7-1,,chunk_01c\greatness\DPa4mttkuJ7-1.mp4,"What happens when a top neuroscientist starts talking about the universe sending signals? @drtaraswart takes this conversation into unexpected territory — exploring the science behind grief, abundance, and connections that can't be explained in a textbook. Full episode coming tomorrow. 🧠✨ (via @greatness)

#neuroscience #manifestation #consciousness #podcast #abundance #mindset #spirituality #science #universe #connection",pending,,,,,,,,
DPy6t4AjblH-2,,chunk_01c\greatness\DPy6t4AjblH-2.mp4,"When @bayavoce sat down with @greatness, she dropped a perspective that changes everything about conflict: there's no single truth between two people—just two different realities trying to meet in the middle. The real relationship work? It's not about winning the argument. It's about bridging the gap between what you see and what they see.

Want the full conversation? Drop ""TRUTH"" below for the link 💌

#love #relationships #couplegoals #greatness",pending,,,,,,,,
DPeTkF0kY75-2,,chunk_01c\greatness\DPeTkF0kY75-2.mp4,"The universe might be speaking directly to you, but are you listening? 

Dr. Tara Swart (@drtaraswart) returned to The School of Greatness with groundbreaking insights that merge cutting-edge neuroscience with timeless spiritual truths. Her message: the signs from loved ones, ancestors, and the cosmos aren't just coincidence—there's actual science behind the connection our souls recognize.

This conversation with @greatness goes deep into how we're all linked in ways modern society forgot to teach us ♾️

Tag someone who's been searching for answers 💛

Comment ""SIGNS"" below for the full episode 👇

#neuroscience #spirituality #signs #grief #connection #healing #consciousness #schoolofgreatness #podcast #universe #ancestors #lovedones #energy",pending,,,,,,,,
DQKF2u6ElTC-1,,chunk_01c\greatness\DQKF2u6ElTC-1.mp4,"The history books weren't written by people who stayed comfortable. 💯

@tonyrobbins breaks down why your current struggles are literally building the person you're meant to become. Real talk: comfort zones don't create legends. 🔥

Drop a ""YES"" below for the complete episode 🎧

Credit: @greatness

#TonyRobbins #Motivation #Mindset #PersonalGrowth #SelfDevelopment #Success #Inspiration #MotivationalQuotes #Greatness",pending,,,,,,,,
DRfUUZfEjw6-2,,chunk_01c\greatness\DRfUUZfEjw6-2.mp4,"The many moods of Scott Galloway in one reel 😂 Which version showed up to your Monday?

🎥 @greatness

#ScottGalloway #BusinessHumor #MondayMood #Entrepreneur #ProfG #Mood #Relatable #BusinessPodcast #ContentCreator",pending,,,,,,,,
DRPzmmPj-yb-1,,chunk_01c\greatness\DRPzmmPj-yb-1.mp4,"When pressure hits, people's true patterns emerge — and that's where you learn to read them. Behavioral shifts reveal everything. 

via @greatness

#mindset #psychology #bodylanguage #communication #peoplesskills #emotionalintelligence #selfimprovement #personaldevelopment #socialskills #success",pending,,,,,,,,
DQhViUOj1e6-1,,chunk_01c\greatness\DQhViUOj1e6-1.mp4,"The grind never stops—and neither does this athlete's vision for Team Handball in America. After 15 years repping @usateamhandball, he's now owner and president of @lateamhandball 🤾‍♂️🇺🇸

Fresh off their first tournament in Chicago last weekend, he's juggling business ventures, preparing for twins with @marthahigareda, and commuting to Spain to train with @leonademar (shoutout @danielgordorios). The mission? Build a home base in LA and finally put this massive European sport on the map stateside.

It's all happening at once, but that's how legacies are built—one day at a time.

Credit: @greatness

#handball #håndball #handballplayer #balonmano #handebol #olympics #teamusa",pending,,,,,,,,
DRxMhwbD7fe-1,,chunk_01c\greatness\DRxMhwbD7fe-1.mp4,"The mind-body connection isn't some woo-woo theory—it's backed by science, and @gabormatemd breaks down exactly why western medicine might be missing the point 🧠✨

When healing happens from the inside out, everything changes 👀🩻

Via @greatness

#mindbodyconnection #holistichealth #healing #gabormatemd #wellness #mentalhealth #westernmedicine #healthylifestyle #mindfulness #consciousness #selfhealing",pending,,,,,,,,
DRaIL4ukv8D-1,,chunk_01c\greatness\DRaIL4ukv8D-1.mp4,"The numbers don't lie, and @profgalloway isn't here to sugarcoat them. 

What's actually happening to young men in 2025? Tomorrow's conversation reveals the uncomfortable truths most people refuse to acknowledge—and the real cost of looking away.

Mark your calendar: 11.24.2025 👀

Full episode drops tomorrow. 🔥

via @greatness

#Podcast #YoungMen #SocietyTrends #ScottGalloway #RealTalk #MentalHealth #NextGeneration #HardConversations #SocialIssues #PodcastEpisode #ComingSoon",pending,,,,,,,,
Ct2zx94onmh-1,,chunk_01c\hormozi\Ct2zx94onmh-1.mp4,"Tag someone who needs to see this perspective shift 👇

Alex Hormozi (@hormozi) breaks down why your current situation might be the exact advantage you need. Sometimes what feels like a disadvantage is actually your competitive edge in disguise.

Drop a 💡 if this changed how you see your position.

#alexhormozi #businessmindset #entrepreneurmindset #mindsetshift #businessstrategy #competitiveadvantage #entrepreneurship #businessgrowth #successmindset #businesstips",pending,,,,,,,,
DN3T65g4h4E-2,,chunk_01c\hormozi\DN3T65g4h4E-2.mp4,"Most people spend their whole lives protecting a life they never wanted in the first place.

@hormozi drops the uncomfortable truth: your time here is limited. The only real question is whether your dreams expire before you do—or if you'll actually chase them.

Death is guaranteed. Regret is optional.

#alexhormozi #hormozi #entrepreneurmindset #businessmindset #motivationmonday #SuccessMindset #entrepreneurlife #businessowner #mindsetmatters #growthmindset #personaldevelopment #selfimprovement #motivationalquotes #businessgrowth #takeaction",pending,,,,,,,,
DNzIHoVIAjl-1,,chunk_01c\hormozi\DNzIHoVIAjl-1.mp4,"@hormozi breaks down why your tolerance for discomfort today directly predicts how far you'll go tomorrow. The winners? They're not avoiding the grind—they're built different because of it.

#success #motivation #entrepreneurship #mindset #growth #discipline #businessmindset #entrepreneurmindset #alexhormozi #gym #fitness #entrepreneur #business #successmindset",pending,,,,,,,,
DOMVwVxlPUm-1,,chunk_01c\hormozi\DOMVwVxlPUm-1.mp4,"Most people chase complexity thinking it'll make them stand out. @hormozi flips that mindset completely—mastering the fundamentals is what separates amateurs from experts. The advanced move? Never skipping the basics.

#business #entrepreneur #success #motivation #mindset #growth #entrepreneurship #businessowner #goals #hustle",pending,,,,,,,,
DOWO6BgjkbE-2,,chunk_01c\hormozi\DOWO6BgjkbE-2.mp4,"@hormozi breaks down the real test of friendship: it's measured in how many times someone defends you—especially when you're not in the room to hear it.

The flip side? You've got to show up for them the same way.

#friendship #loyalty #relationships #realfriends #character #integrity #trust #personaldevelopment #lifelessons #mindset #growth #values #authenticity",pending,,,,,,,,
DOqzzq2EtZe-1,,chunk_01c\hormozi\DOqzzq2EtZe-1.mp4,"When's the last time you tapped into your raw, unstoppable force? @hormozi reminds us that capability for relentless action lives inside everyone—it just needs to be awakened. 💪

#alexhormozi #hormozi #entrepreneur #business #motivation #success #mindset #entrepreneurship #businessowner #entrepreneurlife #millionaire #millionairemindset #businessman #relentless #discipline #growthmindset #successmindset #motivation101",pending,,,,,,,,
DP4GNZKjgjZ-2,,chunk_01c\hormozi\DP4GNZKjgjZ-2.mp4,"The difference between amateurs and masters? Masters were willing to embarrass themselves first. @hormozi breaks down why your ego is your biggest obstacle to growth.

#alexhormozi #businessmindset #growthmindset #entrepreneurship #successmindset #personaldevelopment #motivation #businesstips #selfimprovement #mindsetshift",pending,,,,,,,,
DPE-illDtaz-1,,chunk_01c\hormozi\DPE-illDtaz-1.mp4,"The difference between those who make it and those who don't? It's not talent or luck—it's having a stronger ""why"" to continue than excuses to stop. @hormozi breaks down the mindset that separates winners from quitters.

#motivation #entrepreneur #business #success #mindset #entrepreneurship #businessowner #growthmindset #successmindset #entrepreneurlife #hustlehard #millionairemindset #businessmindset #nevergiveup #keepgoing",pending,,,,,,,,
DPU-ZGJAVKR-1,,chunk_01c\hormozi\DPU-ZGJAVKR-1.mp4,"The entire wealth equation, stripped to its core by @hormozi: Either you haven't mastered solving a problem people will pay for, or you've mastered it but stayed invisible. Everything else is just noise.

#business #entrepreneur #money #success #businessowner #entrepreneurship #mindset #wealth #businesstips #motivation #entrepreneurlife #makemoney #businessgrowth #smallbusiness #marketing",pending,,,,,,,,
DP7E3yKCMx8-1,,chunk_01c\hormozi\DP7E3yKCMx8-1.mp4,"Growth demands a trade-off that most people refuse to make—and @hormozi breaks down exactly what you're sacrificing when you choose to level up. Your comfort zone isn't free; it costs you everything you could become.

#growth #comfort #mindset #entrepreneur #business #success #motivation #personaldevelopment #growthmindset #entrepreneurship #businessmindset #successmindset",pending,,,,,,,,
DPzXdsvkhpu-2,,chunk_01c\hormozi\DPzXdsvkhpu-2.mp4,"The stock market averages 10% annually. Your personal growth? Unlimited. @hormozi breaks down why betting on yourself will always outperform the S&P 500. Time to become your own best investment.

#investing #selfimprovement #personaldevelopment #growth #mindset #entrepreneur #business #motivation #success #investinyourself #financialfreedom #wealth #entrepreneurship #businessmindset #growthmindset",pending,,,,,,,,
DQ27auMEtkG-2,,chunk_01c\hormozi\DQ27auMEtkG-2.mp4,"The hardest business lesson nobody talks about: some hits, you just absorb. Can't fight back, can't lash out—just take it and keep moving. That's the separator between who makes it and who doesn't, according to @hormozi.

#business #entrepreneur #entrepreneurship #businessowner #success #motivation #mindset #growth #businesstips #entrepreneurlife #hustlehard #successmindset #businessmindset #entrepreneurmindset #growthmindset #businessgrowth #motivational",pending,,,,,,,,
DQSPKOwiC7G-2,,chunk_01c\hormozi\DQSPKOwiC7G-2.mp4,"@hormozi breaks down what discipline actually means on @impaulsiveshow — it's your ability to keep showing up for the punishing stuff even when there's zero reward waiting for you. The more reps you can handle without payoff, the more disciplined you are.

#alexhormozi #hormozi #discipline #selfimprovement #mindset #motivation #personaldevelopment #businessmindset #entrepreneur #success #growthmindset #motivational #impaulsive",pending,,,,,,,,
DQKhLAKkpE0-1,,chunk_01c\hormozi\DQKhLAKkpE0-1.mp4,"@hormozi breaks down why protecting your image might be costing you everything. The paradox? Getting wealthy means you'll look broke while you invest every dollar. Building strength means people will see you struggling with weights you can't lift yet. Finding real love means being vulnerable enough that rejection becomes possible.

Your ego whispers that how things look matters more than what you're building. It's a trap that kills more potential than any actual setback ever could.

#alexhormozi #entrepreneurmindset #egokills #wealthbuilding #personalgrowth #mindsetshift #successmindset #entrepreneurlife #businessmindset #selfimprovement #growthmindset #motivation #vulnerability #realitytalk",pending,,,,,,,,
DQVWMtyCNum-1,,chunk_01c\hormozi\DQVWMtyCNum-1.mp4,"Here's a mindset shift worth millions: while everyone's obsessing over cutting costs, @hormozi points out the obvious play sitting right in front of us—hiring talented people. The ROI? Somewhere between 10x and 100x. And despite what conventional wisdom says, underpriced talent exists everywhere. The question isn't whether it's available. It's whether you're actually looking.

#alexhormozi #businessgrowth #entrepreneurmindset #hiringtips #businessstrategy #roi #talentacquisition #scaleyourbusiness #businessowner #entrepreneur",pending,,,,,,,,
DQAv6srEt7C-1,,chunk_01c\hormozi\DQAv6srEt7C-1.mp4,"Reality keeps receipts when nobody else is watching. 

Every rep in the dark. Every hour nobody knows about. Every sacrifice that goes unposted. Reality logs it all while people sleep on your grind.

The scoreboard doesn't need witnesses to count your work. It just reflects what you actually put in, not what you talked about putting in.

Most people can't give you credit for work they've never done themselves. They literally don't have the reference point to understand what it costs.

But reality? It's the only accountant that never lies about your deposits.

Credit: @hormozi

#entrepreneur #business #success #motivation #mindset #growth #hustlehard #businessowner #entrepreneurship #workethic #discipline #grind #realitycheck",pending,,,,,,,,
DQxNmZRkr47-2,,chunk_01c\hormozi\DQxNmZRkr47-2.mp4,"The harsh truth? Most people hit replay on the same year over and over again until it's game over.

According to @hormozi, everyone's got the ability to flip the script on their life. The missing ingredient isn't potential—it's the guts to actually do something about it.

Stop being a spectator in your own story.

#hormozi #alexhormozi #motivation #mindset #personalgrowth #selfimprovement #businessmindset #entrepreneurmindset #successmindset #motivationalquotes #inspirationalquotes #changeyourlife #growth #discipline",pending,,,,,,,,
DRnCHSqiC8X-2,,chunk_01c\hormozi\DRnCHSqiC8X-2.mp4,"Most people pray for an easier life—but what if the hard one is the blessing? @hormozi breaks down why the struggles aren't mistakes in the plan, they ARE the plan. The setbacks, the chaos, the battles you didn't ask for—they're all sculpting something greater in you. Your worth isn't defined by what you endure, but by who you're becoming through it 🔥

#alexhormozi #mindset #personalgrowth #motivation #selfimprovement #entrepreneurmindset #growthmindset #lifelessons #adversity #faith #purpose #transformation",pending,,,,,,,,
DRGYMIIgUo_-2,,chunk_01c\hormozi\DRGYMIIgUo_-2.mp4,"The gap between beginners and masters? Everyone who's great now once absolutely sucked at what they do. @hormozi breaks down why your first attempt being terrible is actually proof you're on the right path. The embarrassment fades fast—but regret from never trying sticks forever.

#alexhormozi #entrepreneurmindset #businessmindset #successmindset #growthmindset #entrepreneurship #businesstips #motivationmonday #startuplife #mindsetshift #personalgrowth #takeaction #juststart",pending,,,,,,,,
C--9A0UyMiA-2,,chunk_01c\hubermanlab\C--9A0UyMiA-2.mp4,"Two powerful protocols for dream recall and nightmare release, shared by @hubermanlab after learning them from @rickrubin. The fascinating part? Both techniques align with the body's natural paralysis during REM sleep—when our most emotionally intense dreams occur. While solid science exists on dreaming mechanics, these specific methods haven't been formally studied... yet. Through @scicommedia, the company Huberman co-founded, research is currently underway on NSDR, depression treatments, eating disorders, neuro-immune connections, autism, and reproductive health—with plans to eventually include dream studies. The mission: delivering actionable tools for mental health, physical performance, and overall wellbeing to everyone.

#neuroscience #science #ciencia #neurociencia #sleep #dreams #night #memory",pending,,,,,,,,
C-eCy-0vamV-1,,chunk_01c\hubermanlab\C-eCy-0vamV-1.mp4,"Dr. Martha Beck shares a transformative technique for building self empathy during her recent conversation with @hubermanlab. This episode has quickly become one of the podcast's most-shared discussions, packed with actionable tools for identifying core beliefs, distinguishing genuine empathy from codependency, and creating concrete pathways toward your ideal life. The full conversation with time-stamps is available at hubermanlab.com—drop your questions in the comments below.

@hubermanlab @stanford.med @stanford @themarthabeck

#neuroscience #science #ciencia #neurociencia #life #tools #empathy #self #others",pending,,,,,,,,
C9xa6XjPm_X-2,,chunk_01c\hubermanlab\C9xa6XjPm_X-2.mp4,"Ever wondered how timing your sauna session could actually boost your body's oxygen-carrying capacity? @drstacysims breaks down a precise post-workout protocol with @hubermanlab that targets red blood cell production—but there's a catch involving strategic dehydration that requires careful attention. The conversation dives deep into performance optimization, with special focus on nutrition, training cycles, and whether popular trends like fasted workouts actually benefit women differently. Head to hubermanlab.com for the full breakdown with timestamps to skip straight to what matters most to you. Drop your questions below!

#neuroscience #science #ciencia #neurociencia #sauna #cells #training #endurance #strength #heat #kidney",pending,,,,,,,,
DApSW4NP9b0-1,,chunk_01c\hubermanlab\DApSW4NP9b0-1.mp4,"@hubermanlab sits down with @matthiasjbarker to unpack a striking statistic: up to 25% of people are estranged from a parent. Matthias brings actionable frameworks for handling complex family relationships, especially during holiday season. His approach centers on what he calls ""making peace with what's possible""—realistic, no-nonsense guidance that acknowledges family dynamics aren't one-size-fits-all. Drop your questions in the comments for a potential follow-up conversation. Credit: @hubermanlab @stanford.med @stanford @matthiasjbarker

#neuroscience #science #ciencia #neurociencia #parents #holidays",pending,,,,,,,,
DD-ayAcziSC-1,,chunk_01c\hubermanlab\DD-ayAcziSC-1.mp4,"@hubermanlab showing up unannounced for an 800-pound belt squat session on Christmas Eve proves the universe has a sense of humor. One gym post later and suddenly the neuroscientist-turned-meathead is flying in from LA ready to destroy legs. Some people bring fruitcake to Christmas—he brings the pain.

#train #hawaii #serendipity",pending,,,,,,,,
DBJ3nzUSce5-1,,chunk_01c\hubermanlab\DBJ3nzUSce5-1.mp4,"Your brain's ability to mentally time travel could be the key to designing who you become. In this powerful segment, @hubermanlab sits down with @ariw, Founder of Longpath, to explore a science-backed writing protocol that connects present thoughts to future possibilities. Ari breaks down a straightforward exercise that takes minimal time but creates lasting impact—one that Huberman ranks alongside the ""perfect day"" protocol from @themarthabeck as an irreplaceable tool for personal development. The practice isn't about manifestation or attraction, but rather about deliberately directing cognition toward a version of yourself that doesn't exist yet. Worth trying to see what surfaces both during and after the exercise. Full timestamped episode available at hubermanlab.com

@hubermanlab @stanford.med @stanford @ariw

#neuroscience #science #ciencia #neuroplasticity #future #letter #script #create",pending,,,,,,,,
DAPYOhfPJEx-1,,chunk_01c\hubermanlab\DAPYOhfPJEx-1.mp4,"Martha Beck's ability to transform abstract concepts into actionable steps caught @hubermanlab's attention years ago, and their recent podcast conversation proved why her work resonates with millions. Her new book ""Beyond Anxiety: Curiosity, Creativity, and Finding Your Life's Purpose"" is now available for presale—a resource he describes as spectacular and unlike anything else in personal development. The book emerged as an answer to countless listeners who wanted more of the somatic and narrative tools Martha shared during what became one of the podcast's most popular episodes. He emphasizes having zero financial ties to the work, just genuine appreciation for how it guides people toward their essential self and best possible life. Available on Amazon, Audible, and everywhere books are sold.

#neuroscience #science #ciencia #neurociencia #life #essential #self #beyondanxiety #marthabeck #create",pending,,,,,,,,
DFfqgAUvTIH-1,,chunk_01c\hubermanlab\DFfqgAUvTIH-1.mp4,"The real reason sugar hijacks your brain isn't what most people think. @hubermanlab breaks down the hidden neurochemical pathway that makes certain foods literally rewire your motivation circuits from the inside out. It's not about willpower or taste—sugar and fat combinations trigger an unconscious drive that changes brain chemistry. Understanding this mechanism is the key to taking back control. Want the full science? Head to hubermanlab.com and search the relevant topics for timestamped episodes and references.

#neuroscience #science #ciencia #neurociencia #health #sugar #gut #brain #nutrition #vagus",pending,,,,,,,,
DF-3YoQyaqi-2,,chunk_01c\hubermanlab\DF-3YoQyaqi-2.mp4,"Pavel Tsatsouline breaks down the optimal rest period strategy that most people completely ignore in their training. During his conversation with @hubermanlab, Pavel reveals what you should actually be doing between sets—and it's not what you'd expect. The discussion covers strength building without adding size, the ""grease the groove"" method, and why training to failure isn't always the answer. Full episode available at hubermanlab.com with detailed timestamps for easy navigation.

#neuroscience #science #ciencia #neurociencia #muscle #mind #performance #paveltsatsouline",pending,,,,,,,,
DGqiTlMPaDI-2,,chunk_01c\hubermanlab\DGqiTlMPaDI-2.mp4,"Could red light on your back be the metabolic game-changer you never knew existed? @hubermanlab sits down with Dr. Roger Seheult MD to break down fascinating research revealing how red light and infrared exposure—whether from the sun or specialized devices—directly enhances mitochondrial function, leading to better blood sugar control and improved metabolism. While red light devices have their place, sunlight remains the ultimate source since it naturally contains both red and infrared wavelengths. The full conversation covers numerous free, science-backed strategies for optimizing physical health, circadian rhythm regulation, and immune function. Head to hubermanlab.com to watch the complete episode with detailed timestamps for easy navigation. Drop your questions and future topic suggestions in the comments.

#neuroscience #science #ciencia #neurociencia #skin #glucose #insulin #blood #sunlight #longevity #mitochondria #metabolism",pending,,,,,,,,
