filename,onscreen_text,post_caption
9yeVPSZgKIIU-1.mp4,Some of us are born with something inside of us that refuses to be average.,Are you ready to break free from mediocrity and become extraordinary?
9yeVPSZgKIIU-2.mp4,Some of us are born with something inside of us that refuses to be average.,"She knew her path would be different, even if the world tried to clip her wings."
9yeVPSZgKIIU-3.mp4,Some of us are born with something inside of us that refuses to be average.,Mediocrity is a choice. Greatness is a decision.
9yeVPSZgKIIU-4.mp4,Some of us are born with something inside of us that refuses to be average.,Rise above mediocrity. Your potential is waiting to be unleashed.
9yIWgmAhLUEl-1.mp4,"""You're just lucky.""
Bro I failed more times than you
even tried.",When participation trophies meet actual hustle.
9yIWgmAhLUEl-2.mp4,"""You're just lucky.""
Bro I failed more times than you
even tried.",Don't just watch. Get up and chase your dreams. Your effort defines your success.
9yIWgmAhLUEl-3.mp4,"""You're just lucky.""
Bro I failed more times than you
even tried.",Cool story. Failure's basically my part-time job and I'm killing the performance review.
9yIWgmAhLUEl-4.mp4,"""You're just lucky.""
Bro I failed more times than you
even tried.","When your hustle makes luck look like a part-time job! Grinding beats wishing, every single time."
_0ZQ90enREqu-1.mp4,"Get money first, then fall in love later.","Love is a luxury for those who can afford emotional stability. Secure the bag first, feelings second."
_0ZQ90enREqu-2.mp4,"Get money first, then fall in love later.",Prove this wrong. Love doesn't wait for your bank account to catch up.
_0ZQ90enREqu-3.mp4,"Get money first, then fall in love later.",Think success comes before love? What would you prioritize in life?
_0ZQ90enREqu-4.mp4,"Get money first, then fall in love later.",Secure the bag. Heart follows.
_1ii_U1uvW39-1.mp4,Lazy people will never experience this,Hard work pays off. Some people just don't want to put in the effort.
_1ii_U1uvW39-2.mp4,Lazy people will never experience this,Success demands sacrifice. Those unwilling to hustle will never reach their potential.
_1ii_U1uvW39-3.mp4,Lazy people will never experience this.,Success demands consistent effort and unwavering commitment.
_1ii_U1uvW39-4.mp4,Lazy people will never experience this.,Level up or get left behind. This is what success looks like when you stop making excuses.
_3H8MFQ4gEen-1.mp4,money never cheats.,Money can't love you back. It only buys the illusion of connection.
_3H8MFQ4gEen-2.mp4,money never cheats.,"Money might not cheat, but it can sure leave you feeling lonely."
_3H8MFQ4gEen-3.mp4,money never cheats.,Cash doesn't lie. People do.
_3H8MFQ4gEen-4.mp4,money never cheats.,Sometimes the simplest truths cut deepest. Grateful for lessons learned.
_4BW-WDyBbsH-1.mp4,"People say they want money like Scarface, but can't relate to Tony washing dishes in the restaurant on the come up","Before the mansion, there were countless nights of grinding and grit. Dreams don't happen overnight."
_4BW-WDyBbsH-2.mp4,"People say they want money like Scarface, but can't relate to Tony washing dishes in the restaurant on the come up","Everyone wants the glory, nobody wants the grind."
_4BW-WDyBbsH-3.mp4,"People say they want money like Scarface, but can't relate to Tony washing dishes in the restaurant on the come up","Hustling ain't glamorous: From scrubbing pans to Hollywood fame, the real story."
_4BW-WDyBbsH-4.mp4,"People say they want money like Scarface, but can't relate to Tony washing dishes in the restaurant on the come up",Hustle ain't glamorous. Real success is grunt work.
_6HGcw-3rNUg-1.mp4,"Get money first, then fall in love later.",Some dreams demand sacrifice before they bloom into something real.
_6HGcw-3rNUg-2.mp4,"Get money first, then fall in love later.","Ah yes, nothing says romance like a prenup and a spreadsheet."
_6HGcw-3rNUg-3.mp4,"Get money first, then fall in love later.",Ready to flip the script on love and hustle? Prove this theory wrong.
_6HGcw-3rNUg-4.mp4,"Get money first, then fall in love later.",Secure the bag before the heart.
_9wRE84RK5TJ-1.mp4,"POV: She sent you ""I miss you"" text a bit too late..","Too little, too late. I've already moved on and leveled up."
_9wRE84RK5TJ-2.mp4,"POV: She sent you ""I miss you"" text a bit too late..","Echoes of silence, whispers of a moment lost between then and now."
_9wRE84RK5TJ-3.mp4,"POV: She sent you ""I miss you"" text a bit too late..","Silence echoes where whispers once danced, and time becomes the only witness."
_9wRE84RK5TJ-4.mp4,"POV: She sent you ""I miss you"" text a bit too late...",Sometimes timing is everything. Grateful for lessons learned and growth along the way.
_bzZQrixB25U-1.mp4,"If I told you your mother's life was on the line, I promise you'd find a way to get it done. You just don't want it bad enough.",Some people make excuses. Winners find a way. Period.
_bzZQrixB25U-2.mp4,"If I told you your mother's life was on the line, I promise you'd find a way to get it done. You just don't want it bad enough.",Prove to yourself you have what it takes. Stop making excuses and start taking action now.
_bzZQrixB25U-3.mp4,"If I told you your mother's life was on the line, I promise you'd find a way to get it done. You just don't want it bad enough.",When excuses sound better than actually putting in the work.
_bzZQrixB25U-4.mp4,"If I told you your mother's life was on the line, I promise you'd find a way to get it done. You just don't want it bad enough.",when motivation hits like a psychotic life coach mainlining pure adrenaline straight into your soul
_D3jHjMmBaUo-1.mp4,"the goal isn't to be a ""millionaire"", the goal is to have enough cash flow to be able to have 100% of my time.",Are you ready to take control of your time and break free from the 9-to-5 grind?
_D3jHjMmBaUo-2.mp4,"the goal isn't to be a ""millionaire"", the goal is to have enough cash flow to be able to 100% of my time.","When ""quit your job"" meets ""maybe learn basic grammar first."""
_D3jHjMmBaUo-3.mp4,"the goal isn't to be a ""millionaire"". the goal is to have enough cash flow to be able to have 100% of my time.","Sure, because working 24/7 to afford ""freedom"" sounds like peak life optimization."
_D3jHjMmBaUo-4.mp4,"the goal isn't to be a
""millonaire"", the goal is to
have enough cash flow to be
able to have 100% of my
time.",Working smarter beats working harder - time is the real wealth millionaires can't buy back.
_e-C4DJjajIr-1.mp4,"me looking at the
""how have you been"" text
after i tripled my income",When life upgrades but small talk stays the same.
_e-C4DJjajIr-2.mp4,"me looking at the
""how have you been"" text
after i tripled my income",im about to throw my entire personality into this ONE message like a financial glow up missile
_e-C4DJjajIr-3.mp4,"me looking at the
""how have you been"" text
after i tripled my income","Leveled up so hard, even small talk can't ignore my glow-up."
_e-C4DJjajIr-4.mp4,"me looking at the
""how have you been"" text
after i tripled my income","Existential crisis averted, one income bracket at a time."
_EdaPCIuswi8-1.mp4,I don't understand how people find comfort working another man for the rest of their life,"Entrepreneurship isn't a choice. It's a calling. Some people build empires, others build someone else's."
_EdaPCIuswi8-2.mp4,I don't understand how people find comfort working for another man for the rest of their life,When you think punching the corporate clock is scarier than your sleep paralysis demon
_EdaPCIuswi8-3.mp4,I don't understand how people find comfort working for another man for the rest of their life,"Trading dreams for a paycheck, while someone else builds their empire."
_EdaPCIuswi8-4.mp4,I don't understand how people find comfort working for another man for the rest of their life.,Break free from the 9-to-5. Your potential is limitless. Start building your own path today.
_fPk1o0oUh0K-1.mp4,"She better cook like her mom, because i in fact can make money like her dad.",Traditional gender roles harm relationships. True partnership means mutual respect and support.
_fPk1o0oUh0K-2.mp4,"She better cook like her mom, because i in fact can make money like her dad.","Generational skills run deep. She cooks, I earn. That's how we level up."
_fPk1o0oUh0K-3.mp4,"She better cook like her mom, because i in fact can make money like her dad.",Toxic masculinity meets culinary expectations in one savage sentence.
_fPk1o0oUh0K-4.mp4,"She better cook like her mom, because i in fact can make money like her dad.",Gender roles are a trap. Who says cooking and earning are tied to specific chromosomes?
_HtwXKiQ34oe-1.mp4,"When she used to say ""we'll see"" and now she will see from my instagram",Toxic ex energy hitting different. Some girls never learn their lesson.
_HtwXKiQ34oe-2.mp4,"When she used to say
""we'll see"" and now she will see
from my instagram",Karma's GPS just dropped her right where she belongs.
_HtwXKiQ34oe-3.mp4,"When she used to say ""we'll see"" and now she will see from my instagram",Growth isn't revenge. It's learning to rise above and choose peace.
_HtwXKiQ34oe-4.mp4,"When she used to say ""we'll see"" and now she will see from my instagram",Guess karma's got a one-way ticket to her DMs.
_jA6pb9VSJGu-1.mp4,"She tripled her body count.
You tripled your bank
account.","Success is measured by personal growth, not comparison."
_jA6pb9VSJGu-2.mp4,"She tripled her body count.
You tripled your bank
account.",When capitalism meets personal growth: different kinds of multiplication.
_jA6pb9VSJGu-3.mp4,"She tripled her body count.
You tripled your bank
account.",Some stories have more than one way to keep score.
_jA6pb9VSJGu-4.mp4,"She tripled her body count.
You tripled your bank
account.",Success is measured by more than just numbers.
_kfxWf0-mINY-1.mp4,No one stresses more than a 20 year old who's building wealth.,Adulting: Where saving pennies feels like winning the financial Olympics!
_kfxWf0-mINY-2.mp4,No one stresses more than a 20 year old who's building wealth.,Grinding now so I can breathe later. Every hustle has a story behind the numbers.
_kfxWf0-mINY-3.mp4,No one stresses more than a 20 year old who's building wealth.,Building wealth? More like avoiding a crippling existential crisis while capitalism slowly destroys your dreams.
_kfxWf0-mINY-4.mp4,No one stresses more than a 20 year old who's building wealth.,Building wealth? More like building anxiety with a side of ramen noodles.
_kvjtnftli0u-1.mp4,"""Are you unfollowing Vexbolt Dec-""
""Bro... you're broke""",Savage takedown: When financial reality hits harder than social media drama.
_kvjtnftli0u-2.mp4,"""Are you unfollowing Vexbolt Dec-""

""Bro... you're broke""","Some truths are best left unfollowed, before the silence becomes deafening."
_kvjtnftli0u-3.mp4,"""Are you unfollowing
Vexbolt Dec -""
Bro... you're broke",Sometimes our biggest lessons come from unexpected financial reality checks.
_kvjtnftli0u-4.mp4,"Are you unfollowing Vexbolt Dec -
Bro... you're broke",When your financial status becomes a social media unfollow strategy.
_L7MzsOZMno9-1.mp4,Life after you stopped investing in girls and invest in yourself.,Self-improvement is the ultimate revenge against those who doubted you.
_L7MzsOZMno9-2.mp4,Life after you stopped investing in girls and invest in yourself.,"From burnout to breakthrough: She rebuilt her world, one dream at a time."
_L7MzsOZMno9-3.mp4,"Life after you stopped
investing in girls and
invest in yourself.",From broke and desperate to simply broke - glow up achieved.
_L7MzsOZMno9-4.mp4,"Life after you stopped
investing in girls and
invest in yourself.",When self-improvement becomes your new girlfriend.
_lzVl5A4LNLa-1.mp4,The lion doesn't give up he tries again and again and again until he gets what he said he'd get,Persistence: When motivational quotes meet nature documentary B-roll.
_lzVl5A4LNLa-2.mp4,The lion doesn't give up he tries again and again and again until he gets what he said he'd get,"Persistence isn't about never failing, but rising after each fall."
_lzVl5A4LNLa-3.mp4,The lion doesn't give up he tries again and again and again until he gets what he said he'd get,Failure is just a setup for my comeback. Lions don't quitthey conquer.
_lzVl5A4LNLa-4.mp4,The lion doesn't give up he tries again and again and again until he gets what he said he'd get,"Stubborn kitty said NOPE to quitting, big cat energy activated!"
_q1pT8Pot5vS-1.mp4,"The cost of not locking in
is spending the rest of
your life clocking in.","Wage slavery is real, and the 9-to-5 grind is stealing your dreams one paycheck at a time."
_q1pT8Pot5vS-2.mp4,The cost of not locking in is spending the rest of your life clocking in.,Work is a soul-sucking black hole that devours dreams faster than I can pour coffee down my throat
_q1pT8Pot5vS-3.mp4,The cost of not locking in is spending the rest of your life clocking in.,"Work smarter, not harder. Break free from the 9-to-5 grind before it breaks you."
_q1pT8Pot5vS-4.mp4,"The cost of not locking in
is spending the rest of
your life clocking in.",Are you ready to break free from the 9-to-5 grind and take control of your future?
_qrtk_XEYmnu-1.mp4,I cannot detect any readable text in this image. The image appears to be a blurry close-up of a car headlight or similar light source.,Prove you're brave enough to see what happens next.
_qrtk_XEYmnu-2.mp4,"There is no visible text in this image. The image appears to be a blurry, close-up view of what seems to be a car headlight or similar automotive lighting fixture, with bright white and blue light and some curved surfaces.",When your car's midlife crisis is brighter than its future.
_qrtk_XEYmnu-3.mp4,"I apologize, but I cannot discern any legible text in this blurry, close-up image. The image appears to show a blurred, bluish surface with some bright white light or reflection, but no readable text is visible.","Something was waiting beneath the surface, just out of focus."
_qrtk_XEYmnu-4.mp4,"There is no clearly legible text visible in this image. The image appears to be a blurry, close-up shot of a surface with some light reflection, possibly from inside a vehicle or electronic device.","I apologize, but there's no text in the image you described. Could you upload or describe the actual image you want me to caption?"
_S3B9lFAasA4-1.mp4,"SAMIGOS
""focus on ur own paper""
FERY",Stop comparing yourself and get your own game strong.
_S3B9lFAasA4-2.mp4,"SAMIGOS
""focus on ur own paper""
ERY",Y'all can't handle the truth: some students need to mind their business and stop comparing papers.
_S3B9lFAasA4-3.mp4,"SAMIGOS
""focus on ur own paper""
LEARN",Learning to mind my own path and stay in my lane.
_S3B9lFAasA4-4.mp4,"SAMIGOS
""focus on ur own paper""",When cheating goes wrong and friendship hangs by a thread during the big exam.
_tjvPjp521R_-1.mp4,"soon the world is going to be ours bro...

let's never give up.",chaos is coming and we're riding the wave of absolute madness straight into oblivion
_tjvPjp521R_-2.mp4,"soon the world is going to be ours bro...
let's never give up.","Cool plan. Two bros, zero strategy, infinite delusion."
_tjvPjp521R_-3.mp4,"soon the world is going to
be ours bro...
let's never give up.",The pieces are aligning. Something shifts just beyond the horizon.
_tjvPjp521R_-4.mp4,"soon the world is going to be ours bro...

let's never give up.","We're taking over the universe, one goofy dance move at a time!"
_tyUF5jjq4sM-1.mp4,"POV:
You kinda made it but it cost
you nearly everything","shattered dreams and burnt bridges, i am the wreckage of my own ambition"
_tyUF5jjq4sM-2.mp4,"POV:
You kinda made it but it cost
you nearly everything","The journey wasn't easy, but I'm here and I'm thankful for every step."
_tyUF5jjq4sM-3.mp4,"POV:
You kinda made it but it cost
you nearly everything","Dreams shattered like glass, success whispered through gritted teethwhat's left when the price of ambition is everything?"
_tyUF5jjq4sM-4.mp4,"POV:
You kinda made it but it cost
you nearly everything",When the struggle snack becomes a gourmet meal of pure chaos and questionable life choices!
A0qWKE158KTB-1.mp4,"If you quit, everyone was right about you.",Keep going. Prove them wrong.
A0qWKE158KTB-2.mp4,"If you quit, everyone was right about you.

1.18

Lil Baby, Gunna",Stay strong. Your doubters fuel your fire. Prove them wrong.
A0qWKE158KTB-3.mp4,"If you quit, everyone was right about you.
1.18
Lil Baby, Gunna
Top Shotta (feat. Drake)
CDG",Don't let doubt win. Stay focused. Keep pushing through the noise.
A0qWKE158KTB-4.mp4,"If you quit, everyone was
right about you.
LIL BABY, GUNNA
7 (L) Live From Q (G)",When motivation hits different and quitting is not an option - who you gonna prove wrong today?
A18EDOxKd7Gt-1.mp4,"there are 20 year olds with
supercars and you still choose to
be average",Mediocrity is a choice. Ambition separates the extraordinary from the ordinary.
A18EDOxKd7Gt-2.mp4,there are 20 year olds with supercars and you still choose to be average,im screaming crying throwing up at this capitalism brainrot toxic motivation hellscape
A18EDOxKd7Gt-3.mp4,"there are 20 year olds with
supercars and you still choose to
be average",Your potential is greater than your excuses. Choose extraordinary.
A18EDOxKd7Gt-4.mp4,there are 20 year olds with supercars and you still choose to be average,Break free from mediocrity. Your potential is waiting to be unleashed.
a215im9Ivpqo-1.mp4,Do not be upset with the results you didn't get because of the work you didn't do...,"Well, Netflix isn't gonna binge itself, Karen."
a215im9Ivpqo-2.mp4,Do not be upset with the results you didn't get because of the work you didn't do...,Shadows of potential lurk in the spaces where effort fades into silence.
a215im9Ivpqo-3.mp4,Do not be upset with the results you didn't get because of the work you didn't do...,Are you willing to put in the effort to achieve the results you truly desire?
a215im9Ivpqo-4.mp4,Do not be upset with the results you didn't get because of the work you didn't do...,"Shadows of potential, whispering the secrets of what could have been."
a3c6Eq3ohmku-1.mp4,"When you try to get rich at
a young age and realise
everyone either scams,
sells a course or is just
good at marketing..",Have you fallen for the get-rich-quick trap that's flooding social media?
a3c6Eq3ohmku-2.mp4,"When you try to get rich at
a young age and realise
everyone either scams,
sells a course or is just
good at marketing..","The struggle is real, but my wallet's still imaginary! Who wants my totally legit get-rich-quick secrets?"
a3c6Eq3ohmku-3.mp4,"When you try to get rich at
a young age and realise
everyone either scams,
sells a course or is just
good at marketing...",The hustle culture reality check we all needed.
a3c6Eq3ohmku-4.mp4,"When you try to get rich at
a young age and realise
everyone either scams,
sells a course or is just
good at marketing..",Dreams vs. reality: the hustle economy laid bare.
A74mzXyt8J6f-1.mp4,pov: you never quit,Keep going. Never stop.
A74mzXyt8J6f-2.mp4,pov: you never quit,Some journeys are longer than others. Grateful for every step that led me here.
A74mzXyt8J6f-3.mp4,pov: you never quit,Plot twist: You're just on an extended coffee break that never ended
A74mzXyt8J6f-4.mp4,pov: you never quit,"Some paths can't be abandoned, no matter how hard you try."
a7ohYYIQn8Yr-1.mp4,"Bro to bro; Lock in, be private,
accept the loneliness, and fix your
life. No one is coming to save you.
Your life is 100% your responsibility.","Bros supporting bros: survival mode, activate! Who needs friends when you've got self-improvement?"
a7ohYYIQn8Yr-2.mp4,"Bro to bro; Lock in, be private, accept the loneliness, and fix your life. No one is coming to save you. Your life is 100% your responsibility.","Lost in darkness, he found his way backone brutal truth at a time."
a7ohYYIQn8Yr-3.mp4,"Bro to bro; Lock in, be private,
accept the loneliness, and fix your
life. No one is coming to save you.
Your life is 100% your responsibility.","Own your path. No excuses. Your move, your rules. Rise or fall - it's all on you."
a7ohYYIQn8Yr-4.mp4,"Bro to bro; Lock in, be private, accept the loneliness, and fix your life. No one is coming to save you. Your life is 100% your responsibility.",Embrace the struggle. Your potential is waiting on the other side of discomfort.
a7TaM054bTmx-1.mp4,"FLORIDA.COM
OH8 5QA
SUNSHINE STATE",Bet you can't guess what makes Florida the ultimate destination for adventure!
a7TaM054bTmx-2.mp4,"FLORIDA
SUNSHINE STATE
0H9 50A","When Florida decides to Florida, and you just gotta roll with the weird."
a7TaM054bTmx-3.mp4,"FLORIDA.COM
049 50A
SUNSHINE STATE","When Florida is just doing Florida things, and we're all just along for the wild ride."
a7TaM054bTmx-4.mp4,"049 5QA
FLORIDA.COM
SUNSHINE STATE","Florida's spirit shines through chaos, resilience etched in every sun-drenched mile."
A9tuLe03tY_j-1.mp4,How bad do you want it?,"Determination mode: Activated! Bring it on, universe - I'm ready to conquer with maximum goofiness!"
A9tuLe03tY_j-2.mp4,How bad do you want it?,"Success isn't handed out, it's seized. And I'm grabbing mine with both hands."
A9tuLe03tY_j-3.mp4,How bad do you want it?,I would crawl through broken glass with my teeth just to taste victory's bitter embrace
A9tuLe03tY_j-4.mp4,How bad do you want it?,Desire has a price. And it's about to collect.
ABR0dUQ5pJhU-1.mp4,Don't worry twin everything is going to work out in the end just give it some time.,When your twin's life advice sounds like a fortune cookie met a motivational poster!
ABR0dUQ5pJhU-2.mp4,Don't worry twin everything is going to work out in the end just give it some time.,When motivational speeches go wrong: one twin is definitely NOT feeling optimistic.
ABR0dUQ5pJhU-3.mp4,Don't worry twin everything is going to work out in the end just give it some time.,When your twin is the optimistic one and you're just trying to survive the day.
ABR0dUQ5pJhU-4.mp4,Don't worry twin everything is going to work out in the end just give it some time.,Sometimes twins know too much. What are they hiding?
adRq7q93kKwg-1.mp4,Would you rather be holding this or their hand?,Awkward family reunion just got a whole lot more interesting...
adRq7q93kKwg-2.mp4,Would you rather be holding this or their hand?,Love doesn't require force. Choose respect over control.
adRq7q93kKwg-3.mp4,Would you rather be holding this or their hand?,Love makes every moment better than any material thing.
adRq7q93kKwg-4.mp4,Would you rather be holding this or their hand?,Depends. Is their hand holding a pizza or a restraining order?
Agilv6TKOMkk-1.mp4,"Don't be shocked when things get good all of a sudden.
You worked. You deserve it. Don't ever downplay your hard work.",Built different. Grinding pays off. Who said success comes easy?
Agilv6TKOMkk-2.mp4,"Don't be shocked when things get good all of a sudden.
You worked. You deserve it. Don't ever downplay your hard work.","Level up secured. Hard work pays off, and success is my birthright. Watch me shine."
Agilv6TKOMkk-3.mp4,Don't be shocked when things get good all of a sudden. You worked. You deserve it. Don't ever downplay your hard work.,Grateful for every step of the journey and the growth it brought.
Agilv6TKOMkk-4.mp4,Don't be shocked when things get good all of a sudden. You worked. You deserve it. Don't ever downplay your hard work.,You earned this moment. Own it.
aGKK0hMstdg8-1.mp4,"Don't be upset with the
results you didn't get
because of the work you
didn't do.",Echoes of unfinished chapters linger in the shadows of what could have been.
aGKK0hMstdg8-2.mp4,Don't be upset with the results you didn't get because of the work you didn't do.,Stop making excuses and blaming others for your own mediocrity and lack of hustle.
aGKK0hMstdg8-3.mp4,"Don't be upset with the
results you didn't get
because of the work you
didn't do.",Stop making excuses and blaming others for your own mediocrity.
aGKK0hMstdg8-4.mp4,Don't be upset with the results you didn't get because of the work you didn't do.,Dreams don't chase themselves. Every choice leads to a chapter of your untold story.
AhR485MoHsab-1.mp4,POV: me and bros stories after making it.,"We turned dreams into reality. Success looks good on us, and we're just getting started."
AhR485MoHsab-2.mp4,POV: me and bros stories after making it.,Every broke hater secretly wants the success they claim to despise.
AhR485MoHsab-3.mp4,POV: me and bros stories after making it.,"Success is a journey, not a destination. Our stories are just beginning."
AhR485MoHsab-4.mp4,POV: me and bros stories after making it.,"Bros be struttin' like we just conquered the universe, one epic tale at a time!"
AJ46X0MSZqgV-1.mp4,I promise bro I want it more than you!,"Friendship goals: ultimate wanting contest, where nobody wins but everyone loses it"
AJ46X0MSZqgV-2.mp4,"I promise bro I want it more than you!
CASINO","When ""I'm feeling lucky"" meets ""Hold my beer"" - gambling logic at its finest."
AJ46X0MSZqgV-3.mp4,"I promise bro I want it more than you!
CASINO",Sometimes the things we chase most are the ones that slip away the fastest.
AJ46X0MSZqgV-4.mp4,"I promise bro I want it more than you!
CASINO","Some risks are worth everything, if you know how to play the game."
aKFI8egrEevG-1.mp4,"there is already a lot of people
who don't believe in you don't be one of them.",Don't let self-doubt be the voice that holds you back. Believe in yourself when others won't.
aKFI8egrEevG-2.mp4,there is already a lot of people who don't believe in you don't be one of them.,Believe in yourself when others won't.
aKFI8egrEevG-3.mp4,"there is already a lot of people
who don't believe in you don't be one of them.",Some doubted her dream. But she knew her story wasn't overit was just beginning.
aKFI8egrEevG-4.mp4,"there is already a lot of people
who don't believe in you don't be one of them.","Wow, grammatical errors AND unsolicited life advice. Tell me more."
aLJ0WVrggie_-1.mp4,Working hard at a young age because there's no way i'm letting another man tell me when i can eat lunch for the rest of my life.,Plot twist: Still eating lunch at your desk while the boss thinks you're hustling.
aLJ0WVrggie_-2.mp4,Working hard at a young age because there's no way i'm letting another man tell me when i can eat lunch for the rest of my life.,"Sacrifice today, freedom tomorrow. One hustle at a time."
aLJ0WVrggie_-3.mp4,Working hard at a young age because there's no way i'm letting another man tell me when i can eat lunch for the rest of my life..,Hustle culture toxic masculinity or based entrepreneurial mindset? You decide.
aLJ0WVrggie_-4.mp4,Working hard at a young age because there's no way i'm letting another man tell me when i can eat lunch for the rest of my life...,"Ambition drives success. Your time, your rules."
aq-n-7Ifi6_l-1.mp4,Pov: you and bro locked in.,we bout to turn this room into a war zone and nobody's coming out the same
aq-n-7Ifi6_l-2.mp4,Pov: you and bro locked in.,"When ""brotherly love"" looks more like survival mode."
aq-n-7Ifi6_l-3.mp4,Pov: you and bro locked in.,Bet you can't survive 24 hours trapped with your ride-or-die without losing it.
aq-n-7Ifi6_l-4.mp4,Pov: you and bro locked in.,"Two steps from chaos, one breath away from brotherhood's ultimate test."
Aq4K1SnfXICP-1.mp4,"Nobody watches you
harder than the people that
doubted you
Give them a show.",Prove them wrong.
Aq4K1SnfXICP-2.mp4,"Nobody watches you harder than the people that doubted you
Give them a show.","Oh look, motivation from someone who peaked in high school."
Aq4K1SnfXICP-3.mp4,"Nobody watches you harder than the people that doubted you

Give them a show.",Watch me turn these doubts into dance moves and epic pizza-eating skills!
Aq4K1SnfXICP-4.mp4,"Nobody watches you harder than the people that doubted you

Give them a show.","Rise from the ashes of their disbelief, fangs bared, ready to devour every single doubt they ever breathed."
aqdha0jPGVA5-1.mp4,"She tripled her body count.
You tripled your bank account.",Who's winning? Hint: Not the one bragging about math skills.
aqdha0jPGVA5-2.mp4,"She tripled her body count.
You tripled your bank account.","From zero to hero - leveling up in life, love, and bank statements."
aqdha0jPGVA5-3.mp4,"She tripled her body count.
You tripled your bank account.","Some stories lift us up. Growth isn't always linear, but it's always possible."
aqdha0jPGVA5-4.mp4,"She tripled her body count.
You tripled your bank account.",Some risks are worth taking. Some nights change everything.
AqEM9v26-FrF-1.mp4,"you thrive off attention, and i thrive off isolation. we were never supposed to meet.",Sometimes our differences reveal the most unexpected connections.
AqEM9v26-FrF-2.mp4,"you thrive off attention, and i thrive off isolation. we were never supposed to meet.",When introverts collide: a rom-com meet-cute gone hilariously awkward!
AqEM9v26-FrF-3.mp4,"you thrive off attention, and i
thrive off isolation, we were
never supposed to meet.",Some connections are destined to unravel before they begin.
AqEM9v26-FrF-4.mp4,"you thrive off attention, and i thrive off isolation. we were never supposed to meet.",two paths. one collision.
AQhFgM3rlL4m-1.mp4,"Imagine she's stalking your
socials in 5 years and your crazy
rich.

lock in.

NEED MONEY
FOR BUGATI",One choice now could rewrite her future view of you forever. What's your next move?
AQhFgM3rlL4m-2.mp4,"Imagine she's stalking your
socials in 5 years and your crazy
rich.
lock in.
NEED MONEY
FOR HEART","Choices echo louder than whispers. Some paths lead to shadows, others to light."
AQhFgM3rlL4m-3.mp4,"Imagine she's stalking your
socials in 5 years and your crazy
rich.

lock in.

NEED MONEY
FOR RENT?","Whispers of potential, echoes of ambition - what if this moment changes everything?"
AQhFgM3rlL4m-4.mp4,"Imagine she's stalking your
socials in 5 years and your crazy
rich.
lock in.
NEED MONEY
POR GASATT","Grateful for opportunities, working hard to build a better future."
AqMw_OeWpG5i-1.mp4,pov: you helped gatorade sue prime,Snitches get sponsorships: how to sell out your own generation for clout
AqMw_OeWpG5i-2.mp4,pov:you helped gatorade sue prime,Snitches get sponsorships: how selling out Logan Paul became the ultimate clout move
AqMw_OeWpG5i-3.mp4,pov: you helped gatorade sue prime,"chaos mode activated: corporate lawsuit speed run complete, hydration status: legendary troll"
AqMw_OeWpG5i-4.mp4,pov: you helped gatorade sue prime,Whispers spread through the locker room. Some calls are bigger than the game itself.
Ar6D44RhKPmN-1.mp4,"""what's your type?""
i just want my first million","Ambition doesn't wait for permission. Success is a choice, not a chance."
Ar6D44RhKPmN-2.mp4,"""what's your type?""
i just want my first million",Some people want love. I want cash. First million before first kiss.
Ar6D44RhKPmN-3.mp4,"""what's your type?""
i just want my first million",Ambition over pickup lines.
Ar6D44RhKPmN-4.mp4,"""what's your type?""
i just want my first million","From side hustle to startup dream, one viral moment might change everything."
ArikZyDGkRKz-1.mp4,pov: you completed life at 20,"Peak performance, then flatline."
ArikZyDGkRKz-2.mp4,pov: you completed life at 20,"Some peaks are reached early, leaving nothing but a long descent ahead."
ArikZyDGkRKz-3.mp4,pov: you completed life at 20,"Peak performance, early retirement"
ArikZyDGkRKz-4.mp4,pov: you completed life at 20,When your peak is a midlife crisis before adulthood even starts.
ARnjkNIehMGd-1.mp4,you know someone's broke when they spend more money then they make on black friday,Think you're smart with your Black Friday shopping? Prove it with a budget that makes sense.
ARnjkNIehMGd-2.mp4,"you know someone's
broke when they spend
more money then they
make on black friday",Cash flow don't lie. Know your worth and your wallet's limits.
ARnjkNIehMGd-3.mp4,"you know someone's
broke when they spend
more money then they
make on black friday",Black Friday: When spending beats earning.
ARnjkNIehMGd-4.mp4,you know someone's broke when they spend more money then they make on black friday,Financial desperation leads to destructive spending habits on Black Friday.
ASFH_h5sTUZi-1.mp4,"When she says she loves you
but you haven't touched
$100k yet...",He knew her smile hid something elseand the money was only the beginning of their complicated dance.
ASFH_h5sTUZi-2.mp4,"When she says she loves you
but you haven't touched
$100k yet...","When the love is real, but the bank account ain't quite there yet."
ASFH_h5sTUZi-3.mp4,"When she says she loves you
but you haven't touched
$100k yet...",Love isn't measured by wealth. It's measured by depth of connection.
ASFH_h5sTUZi-4.mp4,"When she says she loves you
but you haven't touched
$100k yet...",Relationship goals: Half a million swipes before swiping right.
at3OKMC8At4u-1.mp4,"I used to love summer.
But then realized that
summer can be anytime
of the year if you have
money.
Now I love money.","Money can't buy happiness, but it can buy freedom from seasonal depression. Checkmate, poverty."
at3OKMC8At4u-2.mp4,"I used to love summer.
But then realized that
summer can be anytime
of the year if you have
money.
Now I love money.",Want to turn your summers into year-round adventures? Start hustling now.
at3OKMC8At4u-3.mp4,"I used to love summer.
But then realized that
summer can be anytime
of the year if you have
money.
Now I love money.",Grateful for opportunities to enjoy life's simple pleasures.
